Program Acronym,Program Full Name,User Facility Acronym,User Facility Full Name,User Facility Host Institution Acronym,User Facility Host Institution Name,Project/Experiment Title,Project/Experiment Type,Home Institution Name,Home Institution City,Home Institution State/Province/Territory,Home Institution Country,Industry?,Home Institution Type
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Analysis of Existing Research Data,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Assess the helicon heating and current drive efficiency with core absorption in L-mode plasmas,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Can magnetic islands in an FPP be automatically stabilized by RF condensation?,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Can magnetic islands in an FPP be automatically stabilized by RF condensation?,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Can magnetic islands in an FPP be automatically stabilized by RF condensation?,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of ion polarization current stabilization (Tearing Mode) for IBS,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of ion polarization current stabilization (Tearing Mode) for IBS,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of runaway electron generation during ohmic plasma startup,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of runaway electron plateau spatial profiles and final loss structure,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of runaway electron plateau spatial profiles and final loss structure,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of runaway electron plateau spatial profiles and final loss structure,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of the SOL in various scenarios using the Helium Beam at the DIII-D Helicon Antenna,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterization of the SOL in various scenarios using the Helium Beam at the DIII-D Helicon Antenna,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterize SVR Peeling-Ballooning Boundary through Shape Modifications and Front End Development for SuperH Channel Access,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterizing the role of neutrals on edge and divertor conditions,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterizing the role of neutrals on edge and divertor conditions,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterizing the role of neutrals on edge and divertor conditions,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterizing the role of neutrals on edge and divertor conditions,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Characterizing the role of neutrals on edge and divertor conditions,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Commissioning and model validation of SVR divertor and validation of pumping design,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Commissioning and model validation of SVR divertor and validation of pumping design,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Compatibility of RMP ELM suppression with core pellet injection,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Compatibility of RMP ELM suppression with core pellet injection,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Compatibility of RMP ELM suppression with core pellet injection,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Compatibility of RMP ELM suppression with core pellet injection,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,"Cascade Technologies, Inc.",Palo Alto,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Fiat Lux LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Kalling Software,Kirkland,WA,United States,Yes,Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Sapientai,Austin,TX,United States,Yes,Small Business
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Next Step Fusion,Luxembourg,Luxembourg,Luxembourg,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Next Step Fusion,Luxembourg,Luxembourg,Luxembourg,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,Next Step Fusion,Luxembourg,Luxembourg,Luxembourg,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
FES,Fusion Energy Sciences,DIII-D,DIII-D,GA,General Atomics,Contributions in Publication of Research Results,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
